t,gt_x,gt_y,gt_z,gt_roll,gt_pitch,gt_yaw,est_x,est_y,est_z,est_roll,est_pitch,est_yaw
0.0000,-0.006250,-0.002196,-2.802573,0.000034,0.000826,-0.001294,0.065557,0.112200,-2.404247,0.000129,0.000719,-0.001269
0.0000,-0.006250,-0.002196,-2.802573,0.000034,0.000826,-0.001294,0.065557,0.112200,-2.404247,0.000129,0.000719,-0.001269
0.0520,-0.006251,-0.002195,-2.802442,0.000034,0.000828,-0.001294,0.068708,0.116317,-2.384224,0.000223,0.000746,-0.001357
0.1000,-0.006251,-0.002195,-2.802313,0.000033,0.000829,-0.001294,0.073260,0.122498,-2.280936,-0.000102,0.000719,-0.001350
0.1500,-0.006252,-0.002195,-2.802185,0.000032,0.000830,-0.001294,0.076395,0.126618,-2.256288,0.000196,0.000814,-0.001117
0.2000,-0.006252,-0.002195,-2.802059,0.000032,0.000831,-0.001294,0.080966,0.132798,-2.165901,0.000181,0.000932,-0.001352
0.2500,-0.006253,-0.002195,-2.801934,0.000031,0.000832,-0.001293,0.084098,0.136913,-2.138100,0.000016,0.000818,-0.001299
0.3000,-0.006253,-0.002195,-2.801810,0.000031,0.000833,-0.001293,0.204485,0.099471,-2.065704,0.000020,0.000946,-0.001413
0.3500,-0.006254,-0.002195,-2.801687,0.000030,0.000834,-0.001293,0.213913,0.101213,-2.036199,-0.000002,0.000692,-0.001359
0.4000,-0.006254,-0.002194,-2.801566,0.000030,0.000835,-0.001293,0.228041,0.103825,-1.982895,-0.000001,0.000595,-0.001271
0.4500,-0.006255,-0.002194,-2.801445,0.000029,0.000836,-0.001293,-0.069806,0.033088,-2.698547,0.000005,0.000814,-0.001157
0.5000,-0.006255,-0.002194,-2.801326,0.000029,0.000837,-0.001293,-0.078663,0.030267,-2.687862,-0.000017,0.000822,-0.001334
0.5520,-0.006256,-0.002194,-2.801209,0.000028,0.000838,-0.001293,-0.084568,0.028389,-2.694941,-0.000027,0.000855,-0.001171
0.6000,-0.006256,-0.002194,-2.801092,0.000028,0.000838,-0.001293,-0.093457,0.025571,-2.668760,-0.000060,0.000785,-0.001039
0.6520,-0.006257,-0.002194,-2.800977,0.000028,0.000839,-0.001293,-0.099369,0.023693,-2.672456,0.000036,0.000976,-0.001339
0.7000,-0.006257,-0.002194,-2.800862,0.000027,0.000840,-0.001293,-0.108312,0.020877,-2.625059,0.000140,0.000841,-0.001278
0.7500,-0.006258,-0.002193,-2.800749,0.000027,0.000840,-0.001293,-0.114232,0.018997,-2.624054,0.000004,0.000851,-0.001294
0.8000,-0.006258,-0.002193,-2.800637,0.000027,0.000841,-0.001293,-0.123238,0.016183,-2.554185,0.000041,0.000729,-0.001350
0.8500,-0.006259,-0.002193,-2.800527,0.000026,0.000842,-0.001293,-0.129172,0.014302,-2.547588,-0.000095,0.000925,-0.001365
